Serial Number:,,X001, pH Calibration (LOW):,,745, pH Calibration (HIGH):,,245,
13503,2015-10-23T02:55:50+0100,13.7,357,6.33,726,,,,
13504,2015-10-23T03:10:50+0100,-6.8,98,7.88,726,,,,
13505,2015-10-23T03:25:50+0100,211.9,610,4.81,726,,,,
13506,2015-10-23T03:40:50+0100,-24.6,357,6.33,726,,,,
13507,2015-10-23T03:55:50+0100,13.7,610,4.81,726,,,,
13508,2015-10-23T04:10:50+0100,211.9,97,7.89,726,,,,
13509,2015-10-23T04:25:50+0100,-6.8,97,7.89,726,,,,
13510,2015-10-23T04:40:50+0100,211.9,865,3.28,726,,,,
13511,2015-10-23T04:55:50+0100,-24.6,353,6.35,726,,,,
13512,2015-10-23T05:10:50+0100,211.9,353,6.35,726,,,,
13513,2015-10-23T05:25:50+0100,-6.8,353,6.35,726,,,,
13514,2015-10-23T05:40:50+0100,211.9,609,4.82,726,,,,
13515,2015-10-23T05:55:50+0100,-24.6,608,4.82,726,,,,
13516,2015-10-23T06:10:50+0100,211.9,96,7.89,726,,,,
13517,2015-10-23T06:25:50+0100,-6.8,608,4.82,726,,,,
13518,2015-10-23T06:40:50+0100,-24.6,864,3.29,726,,,,
13519,2015-10-23T06:55:50+0100,-6.8,608,4.82,726,,,,
13520,2015-10-23T07:10:50+0100,211.9,352,6.36,726,,,,
13521,2015-10-23T07:25:50+0100,-24.6,864,3.29,726,,,,
13522,2015-10-23T07:40:50+0100,-24.6,352,6.36,726,,,,
13523,2015-10-23T07:55:50+0100,-24.6,864,3.29,726,,,,
13524,2015-10-23T08:10:50+0100,13.7,863,3.29,726,,,,
13525,2015-10-23T08:25:50+0100,211.9,96,7.89,726,,,,
13526,2015-10-23T08:40:50+0100,211.9,352,6.36,726,,,,
13527,2015-10-23T08:55:50+0100,211.9,864,3.29,726,,,,
13528,2015-10-23T09:10:50+0100,211.9,96,7.89,726,,,,
13529,2015-10-23T09:25:50+0100,-24.6,608,4.82,726,,,,
13530,2015-10-23T09:40:50+0100,13.7,96,7.89,726,,,,
13531,2015-10-23T09:55:50+0100,-24.6,864,3.29,726,,,,
13532,2015-10-23T10:10:50+0100,-24.6,608,4.82,726,,,,
13533,2015-10-23T10:25:50+0100,13.7,352,6.36,726,,,,
13534,2015-10-23T10:40:50+0100,13.7,608,4.82,726,,,,
13535,2015-10-23T10:55:50+0100,-24.6,864,3.29,726,,,,
13536,2015-10-23T11:10:50+0100,-24.6,352,6.36,726,,,,
13537,2015-10-23T11:25:50+0100,211.9,864,3.29,726,,,,
13538,2015-10-23T11:40:50+0100,211.9,608,4.82,726,,,,
13539,2015-10-23T11:55:50+0100,-24.6,352,6.36,726,,,,
13540,2015-10-23T12:10:50+0100,-6.8,608,4.82,726,,,,
13541,2015-10-23T12:25:50+0100,211.9,864,3.29,726,,,,
13542,2015-10-23T12:40:50+0100,211.9,96,7.89,726,,,,
13543,2015-10-23T12:55:50+0100,211.9,352,6.36,726,,,,
13544,2015-10-23T13:10:50+0100,211.9,608,4.82,726,,,,
13545,2015-10-23T13:25:50+0100,13.7,608,4.82,726,,,,
13546,2015-10-23T13:40:50+0100,211.9,608,4.82,726,,,,
13547,2015-10-23T13:55:50+0100,-24.6,96,7.89,726,,,,
13548,2015-10-23T14:10:50+0100,211.9,352,6.36,726,,,,
13549,2015-10-23T14:25:50+0100,-24.6,96,7.89,726,,,,
13550,2015-10-23T14:40:50+0100,-24.6,864,3.29,726,,,,
13551,2015-10-23T14:55:50+0100,211.9,352,6.36,726,,,,
13552,2015-10-23T15:10:50+0100,-6.8,864,3.29,726,,,,
13553,2015-10-23T15:25:50+0100,13.7,352,6.36,726,,,,
13554,2015-10-23T15:40:50+0100,211.9,352,6.36,726,,,,
13555,2015-10-23T15:55:50+0100,211.9,352,6.36,726,,,,
13556,2015-10-23T16:10:50+0100,211.9,608,4.82,726,,,,
13557,2015-10-23T16:25:50+0100,-24.6,352,6.36,726,,,,
13558,2015-10-23T16:40:50+0100,13.7,352,6.36,726,,,,
13559,2015-10-23T16:55:50+0100,211.9,352,6.36,726,,,,
13560,2015-10-23T17:10:50+0100,-24.6,864,3.29,726,,,,
13561,2015-10-23T17:25:50+0100,13.7,608,4.82,726,,,,
13562,2015-10-23T17:40:50+0100,13.7,864,3.29,726,,,,
13563,2015-10-23T17:55:50+0100,13.7,608,4.82,726,,,,
13564,2015-10-23T18:10:50+0100,13.7,864,3.29,726,,,,
13565,2015-10-23T18:25:50+0100,-6.8,608,4.82,726,,,,
13566,2015-10-23T18:40:50+0100,211.9,864,3.29,726,,,,
13567,2015-10-23T18:55:50+0100,211.9,96,7.89,726,,,,
13568,2015-10-23T19:10:50+0100,13.7,352,6.36,726,,,,
13569,2015-10-23T19:25:50+0100,-6.8,101,7.86,726,,,,
13570,2015-10-23T19:40:50+0100,211.9,866,3.27,726,,,,
13571,2015-10-23T19:55:50+0100,-24.6,98,7.88,726,,,,
13572,2015-10-23T20:10:50+0100,13.7,610,4.81,726,,,,
13573,2015-10-23T20:25:50+0100,-24.6,866,3.27,726,,,,
13574,2015-10-23T20:40:50+0100,-24.6,98,7.88,726,,,,
13575,2015-10-23T20:55:50+0100,-6.8,97,7.89,726,,,,
13576,2015-10-23T21:10:50+0100,13.7,353,6.35,726,,,,
13577,2015-10-23T21:25:50+0100,-24.6,609,4.82,726,,,,
13578,2015-10-23T21:40:50+0100,-24.6,97,7.89,726,,,,
13579,2015-10-23T21:55:50+0100,-6.8,97,7.89,726,,,,
13580,2015-10-23T22:10:50+0100,211.9,608,4.82,726,,,,
13581,2015-10-23T22:25:50+0100,13.7,865,3.28,726,,,,
13582,2015-10-23T22:40:50+0100,-6.8,97,7.89,726,,,,
13583,2015-10-23T22:55:50+0100,-6.8,609,4.82,726,,,,
13584,2015-10-23T23:10:50+0100,211.9,97,7.89,726,,,,
13585,2015-10-23T23:25:50+0100,-24.6,609,4.82,726,,,,
13586,2015-10-23T23:40:50+0100,-24.6,97,7.89,726,,,,
13587,2015-10-23T23:55:50+0100,-6.8,97,7.89,726,,,,
13588,2015-10-24T00:10:50+0100,13.7,864,3.29,726,,,,
13589,2015-10-24T00:25:50+0100,-6.8,96,7.89,726,,,,
13590,2015-10-24T00:40:50+0100,13.7,353,6.35,726,,,,
13591,2015-10-24T00:55:50+0100,211.9,609,4.82,726,,,,
13592,2015-10-24T01:10:50+0100,-6.8,96,7.89,726,,,,
13593,2015-10-24T01:25:50+0100,-24.6,352,6.36,726,,,,
13594,2015-10-24T01:40:50+0100,-24.6,609,4.82,726,,,,
13595,2015-10-24T01:55:50+0100,-24.6,353,6.35,726,,,,
13596,2015-10-24T02:10:50+0100,-24.6,609,4.82,726,,,,
13597,2015-10-24T02:25:50+0100,-6.8,97,7.89,726,,,,
13598,2015-10-24T02:40:50+0100,211.9,865,3.28,726,,,,
13599,2015-10-24T02:55:50+0100,13.7,353,6.35,726,,,,
13600,2015-10-24T03:10:50+0100,-24.6,97,7.89,726,,,,
13601,2015-10-24T03:25:50+0100,211.9,353,6.35,726,,,,
13602,2015-10-24T03:40:50+0100,-6.8,611,4.8,726,,,,
13603,2015-10-24T03:55:50+0100,-24.6,866,3.27,726,,,,
13604,2015-10-24T04:10:50+0100,-24.6,865,3.28,726,,,,
13605,2015-10-24T04:25:50+0100,-24.6,865,3.28,726,,,,
13606,2015-10-24T04:40:50+0100,-24.6,865,3.28,726,,,,
13607,2015-10-24T04:55:50+0100,-24.6,96,7.89,726,,,,
13608,2015-10-24T05:10:50+0100,13.7,619,4.76,726,,,,
13609,2015-10-24T05:25:50+0100,-6.8,613,4.79,726,,,,
13610,2015-10-24T05:40:50+0100,13.7,612,4.8,726,,,,
13611,2015-10-24T05:55:50+0100,211.9,867,3.27,726,,,,
13612,2015-10-24T06:10:50+0100,-6.8,866,3.27,726,,,,
13613,2015-10-24T06:25:50+0100,-6.8,98,7.88,726,,,,
13614,2015-10-24T06:40:50+0100,-6.8,353,6.35,726,,,,
13615,2015-10-24T06:55:50+0100,-24.6,360,6.31,726,,,,
13616,2015-10-24T07:10:50+0100,-6.8,868,3.26,726,,,,
13617,2015-10-24T07:25:50+0100,13.7,100,7.87,726,,,,
13618,2015-10-24T07:40:50+0100,-24.6,611,4.8,726,,,,
13619,2015-10-24T07:55:50+0100,13.7,610,4.81,726,,,,
13620,2015-10-24T08:10:50+0100,-24.6,97,7.89,726,,,,
13621,2015-10-24T08:25:50+0100,-6.8,866,3.27,726,,,,
13622,2015-10-24T08:40:50+0100,-24.6,353,6.35,726,,,,
13623,2015-10-24T08:55:50+0100,-6.8,354,6.35,726,,,,
13624,2015-10-24T09:10:50+0100,13.7,353,6.35,726,,,,
13625,2015-10-24T09:25:50+0100,13.7,353,6.35,726,,,,
13626,2015-10-24T09:40:50+0100,-6.8,353,6.35,726,,,,
13627,2015-10-24T09:55:50+0100,-24.6,97,7.89,726,,,,
13628,2015-10-24T10:10:50+0100,-24.6,353,6.35,726,,,,
13629,2015-10-24T10:25:50+0100,-24.6,97,7.89,726,,,,
13630,2015-10-24T10:40:50+0100,-24.6,97,7.89,726,,,,
13631,2015-10-24T10:55:50+0100,-6.8,353,6.35,726,,,,
13632,2015-10-24T11:10:50+0100,13.7,97,7.89,726,,,,
13633,2015-10-24T11:25:50+0100,-24.6,97,7.89,726,,,,
13634,2015-10-24T11:40:50+0100,13.7,864,3.29,726,,,,
13635,2015-10-24T11:55:50+0100,-6.8,608,4.82,726,,,,
13636,2015-10-24T12:10:50+0100,-6.8,609,4.82,726,,,,
13637,2015-10-24T12:25:50+0100,13.7,608,4.82,726,,,,
13638,2015-10-24T12:40:50+0100,-6.8,352,6.36,726,,,,
13639,2015-10-24T12:55:50+0100,-24.6,96,7.89,726,,,,
13640,2015-10-24T13:10:50+0100,-24.6,96,7.89,726,,,,
13641,2015-10-24T13:25:50+0100,-6.8,96,7.89,726,,,,
13642,2015-10-24T13:40:50+0100,-6.8,864,3.29,726,,,,
13643,2015-10-24T13:55:50+0100,-6.8,608,4.82,726,,,,
13644,2015-10-24T14:10:50+0100,-24.6,352,6.36,726,,,,
13645,2015-10-24T14:25:50+0100,13.7,96,7.89,726,,,,
13646,2015-10-24T14:40:50+0100,211.9,864,3.29,726,,,,
13647,2015-10-24T14:55:50+0100,211.9,352,6.36,726,,,,
13648,2015-10-24T15:10:50+0100,-24.6,608,4.82,726,,,,
13649,2015-10-24T15:25:50+0100,13.7,864,3.29,726,,,,
13650,2015-10-24T15:40:50+0100,-6.8,864,3.29,726,,,,
13651,2015-10-24T15:55:50+0100,-24.6,352,6.36,726,,,,
13652,2015-10-24T16:10:50+0100,-24.6,608,4.82,726,,,,
13653,2015-10-24T16:25:50+0100,-24.6,608,4.82,726,,,,
13654,2015-10-24T16:40:50+0100,-24.6,864,3.29,726,,,,
13655,2015-10-24T16:55:50+0100,-24.6,608,4.82,726,,,,
13656,2015-10-24T17:10:50+0100,-6.8,96,7.89,726,,,,
13657,2015-10-24T17:25:50+0100,-6.8,96,7.89,726,,,,
13658,2015-10-24T17:40:50+0100,13.7,864,3.29,726,,,,
13659,2015-10-24T17:55:50+0100,211.9,864,3.29,726,,,,
13660,2015-10-24T18:10:50+0100,13.7,352,6.36,726,,,,
13661,2015-10-24T18:25:50+0100,13.7,608,4.82,726,,,,
13662,2015-10-24T18:40:50+0100,-6.8,608,4.82,726,,,,
13663,2015-10-24T18:55:50+0100,13.7,352,6.36,726,,,,
13664,2015-10-24T19:10:50+0100,-24.6,96,7.89,726,,,,
13665,2015-10-24T19:25:50+0100,211.9,352,6.36,726,,,,
13666,2015-10-24T19:40:50+0100,13.7,99,7.88,726,,,,
13667,2015-10-24T19:55:50+0100,-24.6,612,4.8,726,,,,
13668,2015-10-24T20:10:50+0100,13.7,867,3.27,726,,,,
13669,2015-10-24T20:25:50+0100,211.9,866,3.27,726,,,,
13670,2015-10-24T20:40:50+0100,13.7,610,4.81,726,,,,
13671,2015-10-24T20:55:50+0100,13.7,354,6.35,726,,,,
13672,2015-10-24T21:10:50+0100,211.9,866,3.27,726,,,,
13673,2015-10-24T21:25:50+0100,-6.8,610,4.81,726,,,,
13674,2015-10-24T21:40:50+0100,-6.8,354,6.35,726,,,,
13675,2015-10-24T21:55:50+0100,-6.8,866,3.27,726,,,,
13676,2015-10-24T22:10:50+0100,-6.8,98,7.88,726,,,,
13677,2015-10-24T22:25:50+0100,13.7,610,4.81,726,,,,
13678,2015-10-24T22:40:50+0100,-6.8,609,4.82,726,,,,
13679,2015-10-24T22:55:50+0100,13.7,98,7.88,726,,,,
13680,2015-10-24T23:10:50+0100,211.9,98,7.88,726,,,,
13681,2015-10-24T23:25:50+0100,-24.6,98,7.88,726,,,,
13682,2015-10-24T23:40:50+0100,211.9,609,4.82,726,,,,
13683,2015-10-24T23:55:50+0100,13.7,97,7.89,726,,,,
13684,2015-10-25T00:10:50+0100,211.9,353,6.35,726,,,,
13685,2015-10-25T00:25:50+0100,-24.6,353,6.35,726,,,,
13686,2015-10-25T00:40:50+0100,-24.6,609,4.82,726,,,,
13687,2015-10-25T00:55:50+0100,-6.8,353,6.35,726,,,,
13688,2015-10-25T01:10:50+0100,13.7,865,3.28,726,,,,
13689,2015-10-25T01:25:50+0100,211.9,865,3.28,726,,,,
13690,2015-10-25T01:40:50+0100,13.7,353,6.35,726,,,,
13691,2015-10-25T01:55:50+0100,-6.8,865,3.28,726,,,,
13692,2015-10-25T02:10:50+0100,-24.6,865,3.28,726,,,,
13693,2015-10-25T02:25:50+0100,211.9,864,3.29,726,,,,
13694,2015-10-25T02:40:50+0100,13.7,608,4.82,726,,,,
13695,2015-10-25T02:55:50+0100,-6.8,864,3.29,726,,,,
13696,2015-10-25T03:10:50+0100,-6.8,864,3.29,726,,,,
13697,2015-10-25T03:25:50+0100,-24.6,607,4.83,726,,,,
13698,2015-10-25T03:40:50+0100,211.9,863,3.29,726,,,,
13699,2015-10-25T03:55:50+0100,-24.6,95,7.9,726,,,,
13700,2015-10-25T04:10:50+0100,13.7,607,4.83,726,,,,
13701,2015-10-25T04:25:50+0100,-24.6,640,4.63,726,,,,
13702,2015-10-25T04:40:50+0100,-24.6,363,6.29,726,,,,
13703,2015-10-25T04:55:50+0100,-24.6,103,7.85,726,,,,
13704,2015-10-25T05:10:50+0100,13.7,869,3.26,726,,,,
13705,2015-10-25T05:25:50+0100,-6.8,356,6.33,726,,,,
13706,2015-10-25T05:40:50+0100,-24.6,867,3.27,726,,,,
13707,2015-10-25T05:55:50+0100,-6.8,98,7.88,726,,,,
13708,2015-10-25T06:10:50+0100,-24.6,97,7.89,726,,,,
13709,2015-10-25T06:25:50+0100,-6.8,96,7.89,726,,,,
13710,2015-10-25T06:40:50+0100,-6.8,366,6.27,726,,,,
13711,2015-10-25T06:55:50+0100,-6.8,614,4.79,726,,,,
13712,2015-10-25T07:10:50+0100,-24.6,356,6.33,726,,,,
13713,2015-10-25T07:25:50+0100,13.7,355,6.34,726,,,,
13714,2015-10-25T07:40:50+0100,13.7,98,7.88,726,,,,
13715,2015-10-25T07:55:50+0100,-6.8,108,7.82,726,,,,
13716,2015-10-25T08:10:50+0100,13.7,869,3.26,726,,,,
13717,2015-10-25T08:25:50+0100,-24.6,611,4.8,726,,,,
13718,2015-10-25T08:40:50+0100,-24.6,99,7.88,726,,,,
13719,2015-10-25T08:55:50+0100,-24.6,610,4.81,726,,,,
13720,2015-10-25T09:10:50+0100,13.7,97,7.89,726,,,,
13721,2015-10-25T09:25:50+0100,13.7,353,6.35,726,,,,
13722,2015-10-25T09:40:50+0100,-24.6,609,4.82,726,,,,
13723,2015-10-25T09:55:50+0100,-24.6,97,7.89,726,,,,
13724,2015-10-25T10:10:50+0100,-6.8,353,6.35,726,,,,
13725,2015-10-25T10:25:50+0100,-24.6,97,7.89,726,,,,
13726,2015-10-25T10:40:50+0100,-24.6,864,3.29,726,,,,
13727,2015-10-25T10:55:50+0100,-6.8,353,6.35,726,,,,
13728,2015-10-25T11:10:50+0100,211.9,352,6.36,726,,,,
13729,2015-10-25T11:25:50+0100,-24.6,96,7.89,726,,,,
13730,2015-10-25T11:40:50+0100,211.9,864,3.29,726,,,,
13731,2015-10-25T11:55:50+0100,13.7,96,7.89,726,,,,
13732,2015-10-25T12:10:50+0100,-6.8,352,6.36,726,,,,
13733,2015-10-25T12:25:50+0100,-24.6,608,4.82,726,,,,
13734,2015-10-25T12:40:50+0100,13.7,608,4.82,726,,,,
13735,2015-10-25T12:55:50+0100,13.7,96,7.89,726,,,,
13736,2015-10-25T13:10:50+0100,211.9,608,4.82,726,,,,
13737,2015-10-25T13:25:50+0100,13.7,352,6.36,726,,,,
13738,2015-10-25T13:40:50+0100,211.9,864,3.29,726,,,,
13739,2015-10-25T13:55:50+0100,-6.8,608,4.82,726,,,,
13740,2015-10-25T14:10:50+0100,211.9,864,3.29,726,,,,
13741,2015-10-25T14:25:50+0100,-6.8,96,7.89,726,,,,
13742,2015-10-25T14:40:50+0100,-24.6,96,7.89,726,,,,
13743,2015-10-25T14:55:50+0100,211.9,96,7.89,726,,,,
13744,2015-10-25T15:10:50+0100,-6.8,864,3.29,726,,,,
13745,2015-10-25T15:25:50+0100,-6.8,96,7.89,726,,,,
13746,2015-10-25T15:40:50+0100,13.7,608,4.82,726,,,,
13747,2015-10-25T15:55:50+0100,-6.8,351,6.36,726,,,,
13748,2015-10-25T16:10:50+0100,-6.8,608,4.82,726,,,,
13749,2015-10-25T16:25:50+0100,211.9,608,4.82,726,,,,
13750,2015-10-25T16:40:50+0100,13.7,864,3.29,726,,,,
13751,2015-10-25T16:55:50+0100,211.9,96,7.89,726,,,,
13752,2015-10-25T17:10:50+0100,13.7,608,4.82,726,,,,
13753,2015-10-25T17:25:50+0100,-24.6,864,3.29,726,,,,
13754,2015-10-25T17:40:50+0100,-6.8,864,3.29,726,,,,
13755,2015-10-25T17:55:50+0100,13.7,351,6.36,726,,,,
13756,2015-10-25T18:10:50+0100,-6.8,95,7.9,726,,,,
13757,2015-10-25T18:25:50+0100,-24.6,607,4.83,726,,,,
13758,2015-10-25T18:40:50+0100,13.7,608,4.82,726,,,,
13759,2015-10-25T18:55:50+0100,-6.8,95,7.9,726,,,,
13760,2015-10-25T19:10:50+0100,-6.8,352,6.36,726,,,,
13761,2015-10-25T19:25:50+0100,-6.8,608,4.82,726,,,,
13762,2015-10-25T19:40:50+0100,-24.6,103,7.85,726,,,,
13763,2015-10-25T19:55:50+0100,13.7,612,4.8,726,,,,
13764,2015-10-25T20:10:50+0100,-24.6,98,7.88,726,,,,
13765,2015-10-25T20:25:50+0100,-6.8,98,7.88,726,,,,
13766,2015-10-25T20:40:50+0100,13.7,354,6.35,726,,,,
13767,2015-10-25T20:55:50+0100,-24.6,97,7.89,726,,,,
13768,2015-10-25T21:10:50+0100,13.7,865,3.28,726,,,,
13769,2015-10-25T21:25:50+0100,-6.8,353,6.35,726,,,,
13770,2015-10-25T21:40:50+0100,-24.6,865,3.28,726,,,,
13771,2015-10-25T21:55:50+0100,-6.8,353,6.35,726,,,,
13772,2015-10-25T22:10:50+0100,-6.8,609,4.82,726,,,,
13773,2015-10-25T22:25:50+0100,-24.6,97,7.89,726,,,,
13774,2015-10-25T22:40:50+0100,-24.6,97,7.89,726,,,,
13775,2015-10-25T22:55:50+0100,13.7,864,3.29,726,,,,
13776,2015-10-25T23:10:50+0100,-6.8,608,4.82,726,,,,
13777,2015-10-25T23:25:50+0100,-24.6,608,4.82,726,,,,
13778,2015-10-25T23:40:50+0100,-24.6,364,6.29,726,,,,
13779,2015-10-25T23:55:50+0100,13.7,612,4.8,726,,,,
13780,2015-10-26T00:10:50+0100,-6.8,867,3.27,726,,,,
13781,2015-10-26T00:25:50+0100,-24.6,354,6.35,726,,,,
13782,2015-10-26T00:40:50+0100,13.7,353,6.35,726,,,,
13783,2015-10-26T00:55:50+0100,211.9,107,7.83,726,,,,
13784,2015-10-26T01:10:50+0100,13.7,100,7.87,726,,,,
13785,2015-10-26T01:25:50+0100,211.9,354,6.35,726,,,,
13786,2015-10-26T01:40:50+0100,13.7,610,4.81,726,,,,
13787,2015-10-26T01:55:50+0100,-24.6,609,4.82,726,,,,
13788,2015-10-26T02:10:50+0100,-24.6,353,6.35,726,,,,
13789,2015-10-26T02:25:50+0100,-6.8,608,4.82,726,,,,
13790,2015-10-26T02:40:50+0100,-6.8,608,4.82,726,,,,
13791,2015-10-26T02:55:50+0100,13.7,352,6.36,726,,,,
13792,2015-10-26T03:10:50+0100,13.7,96,7.89,726,,,,
13793,2015-10-26T03:25:50+0100,211.9,96,7.89,726,,,,
13794,2015-10-26T03:40:50+0100,13.7,864,3.29,726,,,,
13795,2015-10-26T03:55:50+0100,13.7,96,7.89,726,,,,
13796,2015-10-26T04:10:50+0100,13.7,608,4.82,726,,,,
13797,2015-10-26T04:25:50+0100,-6.8,875,3.22,726,,,,
13798,2015-10-26T04:40:50+0100,13.7,611,4.8,726,,,,
13799,2015-10-26T04:55:50+0100,13.7,611,4.8,726,,,,
13800,2015-10-26T05:10:50+0100,13.7,610,4.81,726,,,,
13801,2015-10-26T05:25:50+0100,13.7,865,3.28,726,,,,
13802,2015-10-26T05:40:50+0100,211.9,865,3.28,726,,,,
13803,2015-10-26T05:55:50+0100,-6.8,353,6.35,726,,,,
13804,2015-10-26T06:10:50+0100,-6.8,353,6.35,726,,,,
13805,2015-10-26T06:25:50+0100,13.7,96,7.89,726,,,,
13806,2015-10-26T06:40:50+0100,-24.6,608,4.82,726,,,,
13807,2015-10-26T06:55:50+0100,13.7,608,4.82,726,,,,
13808,2015-10-26T07:10:50+0100,211.9,351,6.36,726,,,,
13809,2015-10-26T07:25:50+0100,-24.6,95,7.9,726,,,,
13810,2015-10-26T07:40:50+0100,211.9,351,6.36,726,,,,
13811,2015-10-26T07:55:50+0100,13.7,863,3.29,726,,,,
13812,2015-10-26T08:10:50+0100,211.9,95,7.9,726,,,,
13813,2015-10-26T08:25:50+0100,211.9,863,3.29,726,,,,
13814,2015-10-26T08:40:50+0100,211.9,100,7.87,726,,,,
13815,2015-10-26T08:55:50+0100,13.7,97,7.89,726,,,,
13816,2015-10-26T09:10:50+0100,-6.8,353,6.35,726,,,,
13817,2015-10-26T09:25:50+0100,211.9,865,3.28,726,,,,
13818,2015-10-26T09:40:50+0100,211.9,96,7.89,726,,,,
13819,2015-10-26T09:55:50+0100,-24.6,608,4.82,726,,,,
13820,2015-10-26T10:10:50+0100,211.9,608,4.82,726,,,,
13821,2015-10-26T10:25:50+0100,211.9,354,6.35,726,,,,
13822,2015-10-26T10:40:50+0100,211.9,865,3.28,726,,,,
13823,2015-10-26T10:55:50+0100,211.9,864,3.29,726,,,,
13824,2015-10-26T11:10:50+0100,-6.8,864,3.29,726,,,,
13825,2015-10-26T11:25:50+0100,-6.8,96,7.89,726,,,,
13826,2015-10-26T11:40:50+0100,211.9,608,4.82,726,,,,
13827,2015-10-26T11:55:50+0100,-24.6,608,4.82,726,,,,
13828,2015-10-26T12:10:50+0100,-24.6,608,4.82,726,,,,
13829,2015-10-26T12:25:50+0100,-6.8,864,3.29,726,,,,
13830,2015-10-26T12:40:50+0100,13.7,351,6.36,726,,,,
13831,2015-10-26T12:55:50+0100,211.9,607,4.83,726,,,,
13832,2015-10-26T13:10:50+0100,-24.6,95,7.9,726,,,,
13833,2015-10-26T13:25:50+0100,-6.8,863,3.29,726,,,,
13834,2015-10-26T13:40:50+0100,211.9,863,3.29,726,,,,
13835,2015-10-26T13:55:50+0100,13.7,351,6.36,726,,,,
13836,2015-10-26T14:10:50+0100,211.9,351,6.36,726,,,,
13837,2015-10-26T14:25:50+0100,-24.6,608,4.82,726,,,,
13838,2015-10-26T14:40:50+0100,-6.8,864,3.29,726,,,,
13839,2015-10-26T14:55:50+0100,13.7,608,4.82,726,,,,
13840,2015-10-26T15:10:50+0100,13.7,95,7.9,726,,,,
13841,2015-10-26T15:25:50+0100,-24.6,863,3.29,726,,,,
13842,2015-10-26T15:40:50+0100,13.7,607,4.83,726,,,,
13843,2015-10-26T15:55:50+0100,-6.8,95,7.9,726,,,,
13844,2015-10-26T16:10:50+0100,-6.8,863,3.29,726,,,,
13845,2015-10-26T16:25:50+0100,211.9,351,6.36,726,,,,
13846,2015-10-26T16:40:50+0100,-24.6,351,6.36,726,,,,
13847,2015-10-26T16:55:50+0100,13.7,608,4.82,726,,,,
13848,2015-10-26T17:10:50+0100,-24.6,608,4.82,726,,,,
13849,2015-10-26T17:25:50+0100,211.9,607,4.83,726,,,,
13850,2015-10-26T17:40:50+0100,13.7,351,6.36,726,,,,
13851,2015-10-26T17:55:50+0100,-6.8,95,7.9,726,,,,
13852,2015-10-26T18:10:50+0100,13.7,607,4.83,726,,,,
13853,2015-10-26T18:25:50+0100,-6.8,863,3.29,726,,,,
13854,2015-10-26T18:40:50+0100,211.9,351,6.36,726,,,,
13855,2015-10-26T18:55:50+0100,-24.6,607,4.83,726,,,,
13856,2015-10-26T19:10:50+0100,-24.6,351,6.36,726,,,,
13857,2015-10-26T19:25:50+0100,-6.8,96,7.89,726,,,,
13858,2015-10-26T19:40:50+0100,13.7,864,3.29,726,,,,
13859,2015-10-26T19:55:50+0100,-6.8,868,3.26,726,,,,
13860,2015-10-26T20:10:50+0100,-6.8,356,6.33,726,,,,
13861,2015-10-26T20:25:50+0100,211.9,610,4.81,726,,,,
13862,2015-10-26T20:40:50+0100,211.9,98,7.88,726,,,,
13863,2015-10-26T20:55:50+0100,-24.6,353,6.35,726,,,,
13864,2015-10-26T21:10:50+0100,-6.8,353,6.35,726,,,,
13865,2015-10-26T21:25:50+0100,13.7,865,3.28,726,,,,
13866,2015-10-26T21:40:50+0100,-24.6,865,3.28,726,,,,
13867,2015-10-26T21:55:50+0100,13.7,353,6.35,726,,,,
13868,2015-10-26T22:10:50+0100,211.9,97,7.89,726,,,,
13869,2015-10-26T22:25:50+0100,13.7,864,3.29,726,,,,
13870,2015-10-26T22:40:50+0100,13.7,864,3.29,726,,,,
13871,2015-10-26T22:55:50+0100,-6.8,864,3.29,726,,,,
13872,2015-10-26T23:10:50+0100,-6.8,96,7.89,726,,,,
13873,2015-10-26T23:25:50+0100,211.9,96,7.89,726,,,,
13874,2015-10-26T23:40:50+0100,-24.6,865,3.28,726,,,,
13875,2015-10-26T23:55:50+0100,211.9,96,7.89,726,,,,
13876,2015-10-27T00:10:50+0100,-6.8,352,6.36,726,,,,
13877,2015-10-27T00:25:50+0100,-24.6,864,3.29,726,,,,
13878,2015-10-27T00:40:50+0100,-6.8,608,4.82,726,,,,
13879,2015-10-27T00:55:50+0100,-6.8,352,6.36,726,,,,
13880,2015-10-27T01:10:50+0100,211.9,96,7.89,726,,,,
13881,2015-10-27T01:25:50+0100,13.7,608,4.82,726,,,,
13882,2015-10-27T01:40:50+0100,-24.6,608,4.82,726,,,,
13883,2015-10-27T01:55:50+0100,13.7,864,3.29,726,,,,
13884,2015-10-27T02:10:50+0100,13.7,352,6.36,726,,,,
13885,2015-10-27T02:25:50+0100,-6.8,96,7.89,726,,,,
13886,2015-10-27T02:40:50+0100,-24.6,96,7.89,726,,,,
13887,2015-10-27T02:55:50+0100,13.7,887,3.15,726,,,,
13888,2015-10-27T03:10:50+0100,13.7,872,3.24,726,,,,
13889,2015-10-27T03:25:50+0100,-24.6,102,7.86,726,,,,
13890,2015-10-27T03:40:50+0100,-24.6,356,6.33,726,,,,
13891,2015-10-27T03:55:50+0100,-24.6,99,7.88,726,,,,
13892,2015-10-27T04:10:50+0100,13.7,98,7.88,726,,,,
13893,2015-10-27T04:25:50+0100,-6.8,610,4.81,726,,,,
13894,2015-10-27T04:40:50+0100,-24.6,98,7.88,726,,,,
